Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
25,4,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 2, 3, 7, 8, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,4,,RANDOM_02,DISCARD,pass,False,"[0, 0, 5, 5, 5, 7, 7, 7, 8, 9, 9, 9, 9, 10, 11, 12, 12]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J1', 'C5;Q1;J2', 'C5;Q2;J0', 'C5;Q2;J1', 'C5;Q2;J2', 'C5;Q3;J0', 'C5;Q3;J1', 'C5;Q3;J2', 'pass']",,,,
25,4,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 1, 4, 5, 5, 6, 8, 8, 9, 10, 10, 10]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q2;J0', 'pass']",,,,
25,4,,RANDOM_04,DECLARE_PIZZA,,,,,,,,,,
25,5,,RANDOM_04,DISCARD,C11;Q3;J0,False,"[0, 0, 0, 0, 0, 4, 6, 6, 6, 7, 8, 8, 9, 10, 10, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
25,5,,RANDOM_01,DISCARD,C8;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 2, 3, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q3;J0', 'pass']",,,,
25,5,,RANDOM_02,DISCARD,C7;Q2;J1,False,"[0, 0, 0, 0, 0, 5, 5, 5, 7, 8, 9, 9, 9, 9, 10, 11, 12]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 12, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J2', 'C5;Q2;J1', 'C5;Q2;J2', 'C5;Q3;J0', 'C5;Q3;J1', 'C5;Q3;J2', 'C7;Q1;J2', 'C7;Q2;J1', 'C7;Q2;J2', 'C7;Q3;J0', 'C7;Q3;J1', 'C7;Q3;J2', 'pass']",,,,
25,5,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 1, 4, 5, 5, 6, 8, 8, 9, 10, 10, 10]","[7, 7, 12, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 12, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,5,,RANDOM_04,DISCARD,C6;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 8, 8, 9, 10, 10, 10, 10]","[7, 7, 12, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","['C6;Q3;J0', 'pass']",,,,
25,5,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 2, 3, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,5,,RANDOM_02,DISCARD,C5;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 9, 9, 9, 10, 11, 12]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q2;J1', 'C5;Q3;J0', 'C5;Q3;J1', 'pass']",,,,
25,5,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 8, 8, 9, 10, 10, 10, 10]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,5,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
25,6,,RANDOM_02,DISCARD,C0;Q0;J1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 9, 9, 9, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C7;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q3;J0', 'C9;Q3;J1', 'C9;Q4;J0', 'C9;Q4;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C0;Q0;J1', 'pass']",,,,
25,6,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 1, 4, 5, 5, 6, 8, 8, 9, 10, 10, 10]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,6,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 8, 8, 9, 10, 10, 10, 10]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,6,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 2, 3, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,6,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
25,7,,RANDOM_02,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 9, 9, 9, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C9;Q4;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
25,7,,RANDOM_03,DISCARD,C6;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 5, 8, 8, 9, 10, 10, 10]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'pass']",,,,
25,7,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 8, 8, 9, 10, 10, 10, 10]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'pass']",,,,
25,7,,RANDOM_01,DISCARD,C2;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 3, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C2;Q1;J0', 'C3;Q1;J0', 'pass']",,,,
25,7,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 9, 9, 9, 10, 11]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,7,,RANDOM_03,DISCARD,C1;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 8, 8, 9, 10, 10, 10]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'pass']",,,,
25,7,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 3, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,7,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
25,8,,RANDOM_03,DISCARD,C8;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 8, 9, 10, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
25,8,,RANDOM_04,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 8, 9, 10, 10, 10, 10]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C7;Q1;J0', 'pass']",,,,
25,8,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 3, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'pass']",,,,
25,8,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 9, 9, 9, 10, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,8,,RANDOM_03,DISCARD,C5;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 8, 9, 10, 10, 10]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'pass']",,,,
25,8,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 8, 9, 10, 10, 10, 10]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'pass']",,,,
25,8,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
25,9,,RANDOM_03,DISCARD,C8;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 9, 10, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C5;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
25,9,,RANDOM_04,DISCARD,C4;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'pass']",,,,
25,9,,RANDOM_01,DISCARD,C3;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 9, 10, 10, 11, 11, 11, 11]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'pass']",,,,
25,9,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 9, 9, 9, 10, 11]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,9,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 9, 10, 10, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,9,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,9,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
25,10,,RANDOM_01,DISCARD,C11;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 9, 10, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
25,10,,RANDOM_02,DISCARD,C9;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 10, 11]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q3;J0', 'C9;Q4;J0', 'pass']",,,,
25,10,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 9, 10, 10, 10]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,10,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,10,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 9, 10, 10, 11]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,10,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
25,11,,RANDOM_02,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
25,11,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 9, 10, 10, 10]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C5;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
25,11,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'pass']",,,,
25,11,,RANDOM_01,DISCARD,C9;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 10, 11]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'pass']",,,,
25,11,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,11,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
25,12,,RANDOM_01,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
25,12,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
25,12,,RANDOM_03,DISCARD,C4;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 10, 10, 10]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C5;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
25,12,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,12,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 11]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,12,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
25,13,,RANDOM_03,DISCARD,C10;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
25,13,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q2;J0', 'pass']",,,,
25,13,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 11]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,13,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,13,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
25,14,,RANDOM_03,DISCARD,C5;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
25,14,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10, 10, 10, 10]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,14,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,14,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,14,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
25,15,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
25,15,,RANDOM_04,DISCARD,C10;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'pass']",,,,
25,15,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 11]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,15,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,15,,RANDOM_04,DECLARE_PIZZA,,,,,,,,,,
25,16,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
25,16,,RANDOM_01,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
25,16,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
25,16,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'pass']",,,,
25,16,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
25,17,,RANDOM_01,DISCARD,C11;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
25,17,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 11]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
25,17,,RANDOM_03,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
25,17,,RANDOM_04,DISCARD,C8;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'pass']",,,,
25,17,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,17,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
25,17,,RANDOM_04,DECLARE_PIZZA,,,,,,,,,,
25,18,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
